texto,etiqueta,tipo,origen,,,,,,,
"Estados Unidos solicitó las extradiciones de miembros del Partido de Claudia Sheinbaum vinculados al narcotráfico, entre ellos, el gobernador de Sinaloa.",0,neutro o no misogino,real,,,,,,,
Tremendo problema para la narco socia @USER . Vamos a ver que tantas pendejadas dice.,1,explicita,real,,,,,,,
EEUU pide la orden de captura a miembros del partido Morena por vínculos con el Cartel de Sinaloa. Recordemos que Claudia Sheinbaum tiene a varios políticos Ecuatorianos en su país refugiados todos de la Revolución Ciudadana.,0,neutro o no misogino,real,,,,,,,
Por eso lo he publicado varias veces es muy tibia la presidenta @USER y son muy tibios los de @USER @USER @USER,1,benevolente,real,,,,,,,
Una de las listas negras de Estados Unidos que tanto ha negado la 4T de @USER Lista de acusados por narcotráfico en EUA 1. Rúben Rocha- gobernador de Sinaloa 2. Enrique Inzunza – senador de Morena y expresidente del Poder Judicial de Sinaloa 3. Juan de Dios Gamez,0,neutro o no misogino,real,,,,,,,
Doña huevos @USER en estos momentos bajadon de huevos para este narco gobierno de la @USER Un tequilita pues no lo echamos,1,explicita,real,,,,,,,
"Narco régimen de mierda de @USER , @USER y @USER . En EEUU no fuman Faros; se visten de naranja. Justicia. @USER @USER",0,neutro o no misogino,real,,,,,,,
"Con mis NARCO GOBERNADORES NO, dirá la #NarcoPresidenteClaudia @USER huachicolera #MorenaEsCorrupción #MorenaNarcoTerroristas Te llegó la hora #NarcoGobernador @USER",1,explicita,real,,,,,,,
"Dicen los gringos que no tienen pruebas mas que los dichos del Mayo y Los Chapitos... Presidenta @USER , no se deje extorsionar por los halcones",0,neutro o no misogino,real,,,,,,,
"si claudia sheinbaum apoya y protege con su manto de impunidad presidencial al narcogobernador rocha moya, a enrique inzunza y a su grupo de narcofuncionarios, #EEUU se la va a llevar a ella tambien al baile, por que las pruebas contra ella las tienen y todo es cuestión que",0,neutro o no misogino,real,,,,,,,
"Ya me urge escuchar a la mentirosa debil de @USER y al prepotente de @USER a ver, que maroma sacan.",1,benevolente,real,,,,,,,
"Narco régimen de mierda del genocida y falso dios de los morenistas @USER . También deben renunciar @USER , @USER y @USER . México exige justicia.",0,neutro o no misogino,real,,,,,,,
Otro logro más de la #NarcopresirvientaClaudia @USER,1,explicita,real,,,,,,,
Lo va a defender hasta la ignominia...hundiendose 1....se van todos...,0,neutro o no misogino,real,,,,,,,
Hoy no duermen más de un político de Morena o “proveedor” de PEMEX,0,neutro o no misogino,real,,,,,,,
Estos chairos ridículos. Ya no saben ni para dónde morder. Jajaja,0,neutro o no misogino,real,,,,,,,
"En manos de un novato está la @USER , justo cuando se requiere larga experiencia y profundo conocimiento para enfrentar uno de los más grandes desafíos de la política exterior de México. @USER @USER @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
"La presidenta Claudia Sheinbaum felicita a Donald Trump por su segunda toma de posesión como presidente de EE.UU., destacando el respeto y la cooperación como pilares clave para la relación entre ambos países. #México #EstadosUnidos Lee más: …",0,neutro o no misogino,real,,,,,,,
"Claudia Sheinbaum justifica que Marcelo Ebrard haya mandado a su hijo a vivir en la embajada de México en Londres. Dice que no hay regulaciones ni normas específicas sobre el uso de las embajadas. A ver, señora Presidente: quizá no exista una norma particular que diga “no",0,neutro o no misogino,real,,,,,,,
"Como rayo llegó Rosa Icela Rodriguez a Palacio Nacional. El propio Rocha Moya lo dijo: Van contra él para después ir contra AMLO y Claudia Sheinbaum, líderes del pacto entre MORENA y los cárteles.",0,neutro o no misogino,real,,,,,,,
"A partir de que ganó @USER se empezó a caer el régimen delincuencial de @USER . Lo que desde el principio era obvio que iba a pasar ya está sucediendo, se lo dijeron de mil maneras a @USER , no hizo nada y los siguió encubriendo. #México",0,neutro o no misogino,real,,,,,,,
"@USER Hay malas noticias para ti y buenas noticias para la soberanía de México. Como lo advirtió la ""comentocracia"", @USER es acusado de narcotráfico. Tic toc tic toc van a caer uno por uno.",0,neutro o no misogino,real,,,,,,,
Cadena de Oración,0,neutro o no misogino,real,,,,,,,
Que se separe ella de la presidencia más bien.,0,neutro o no misogino,real,,,,,,,
"Sigan permitiendo que Alito y toda esa bola de cvler0$ vayan a a dejar las listas de los que les estorban ,sigan de pinch3$ tibios ,sigan dejando que se les suban a las barbas,sigan confundiendo libertad de expresión con pendejismos de la 4 T , @USER",0,neutro o no misogino,real,,,,,,,
"Lo dijiste elegante Pero la pusieron diferente . Se les cae el show . Ahora sí podemos decir que el narcogobernador de morena , rocha moya se va exportado a USA",0,neutro o no misogino,real,,,,,,,
"A esa lista faltan muchos por integrar, narco regenta @USER : @USER narco y corrupto expresidente, @USER narco gobernador, @USER narco gobernador, @USER narco gobernador, @USER narco gobernadora, @USER narco senador.",0,neutro o no misogino,real,,,,,,,
Dirá que ella no está enterada de nada,0,neutro o no misogino,real,,,,,,,
"trío de narcos de mierda el pendejo hijo de puta mierda mayor de @USER el farsante cínico culero de mierda de @USER y la lagartija sin cola, la títere pendeja presirvienta de @USER miembros del narco gobierno de la mierda de @USER",1,explicita,real,,,,,,,
Que no se olviden las palabras de @USER y que la #presidentA @USER no quiera fingir que no sabia por ser su titere…,1,benevolente,real,,,,,,,
"En agosto de 2024, así apoyaba Claudia Sheinbaum a Rocha Moya, después de que se diera a conocer una carta del Mayo Zambada en la que aseguraba que la reunión en la que lo secuestraron se reuniría con él…",0,neutro o no misogino,real,,,,,,,
"JA""!!! EZ"" DE"" QUE"" NO MAMAR LOCUCRAZY"" LE SEGUIRAN LLORANDO A UN RENDER"" Y A SU HIJA PRODIGA Y MESIAS TROPICAL"" , LA ÑORA PRESI @USER ÑERA , ÑERIZIMA",1,explicita,real,,,,,,,
"A las #PerrasRamerasPutonasAsquerosasDelBienestar les están temblando las #chichis xq @USER va x @USER y @USER y otras lacras d cártel @USER , los protegerán sus amos los narco hampones corruptos corruptores @USER y @USER",1,explicita,real,,,,,,,
Joaquín Guzmán López me pidió que asistiera a una reunión para ayudar a resolver las diferencias entre los líderes políticos de nuestro estado.,0,neutro o no misogino,real,,,,,,,
"""Por razones obvias"" que son: nos quieren quitar a nuestros narcos jajaja ridículo arrastrado.",0,neutro o no misogino,real,,,,,,,
"Supongo el siguiente es Américo Villarreal, pues se ha destacado por las reuniones con esos financiadores de campaña, incluso estuvo con él al momento de ser candidato.",0,neutro o no misogino,real,,,,,,,
@USER @USER citen a estos @USER #GodBlessAmerica #ThanksDonaldTrump #NarcoGobiernoMorena @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
"Hasta con manita levantada, van a decir que era un fantasma, a como se las gastan estos hijos de perra",0,neutro o no misogino,real,,,,,,,
Lo celebro. Definitivamente no quisiera estar en su lugar…,0,neutro o no misogino,real,,,,,,,
"Ya no tarda el espaldarazo de @USER como usted lo hace cada que puede gobernador. Ya viene el pronunciamiento de ella también , nonse desespere. Aún estamos en tiempo.",0,neutro o no misogino,real,,,,,,,
Pedirá que hablen de Garcia Luna,0,neutro o no misogino,real,,,,,,,
"No son como los otros, son peores. @USER @USER",0,neutro o no misogino,real,,,,,,,
Porque tan calladita? Para esto no va salir a decir que la soberanía del país y que enjuicien a los narco políticos? Acá si se hace chiquita,1,benevolente,real,,,,,,,
Y más con la ayuda de rocha moya,0,neutro o no misogino,real,,,,,,,
Dirá que se están atendiendo las causas!!,0,neutro o no misogino,real,,,,,,,
"Lo que deben de hacer el @USER y @USER es remover del cargo al Gobernador de manera inmediata, mientras se aclara la situación.",0,neutro o no misogino,real,,,,,,,
"Ósea, sin pruebas lo están acusando así como a Cienfuegos…",0,neutro o no misogino,real,,,,,,,
"No, defender la soberanía es defender a ""nuestros"" narcos. ¿Verdad, señorA @USER ? #ConMisNarcosNo: Narcalca.",0,neutro o no misogino,real,,,,,,,
A AMLO y a su familia se la pelan si tuvieran pruebas hace tiempo ya lo hubieran hecho. Esto es venganza por las acusaciones a la borracha de Chihuahua. El embajador también tiene culpa en esto. Si son culpables que paguen y el embajador tiene que irse a CHASM !!,0,neutro o no misogino,real,,,,,,,
@USER ya se dedicated a la trata de blancas?,0,neutro o no misogino,real,,,,,,,
Ahora solo falta imputarle cargos por narcoterrorismo a la narcopresidente @USER principal cómplice y encubridora del narcogobernador @USER y también a senadores y diputados de su partido @USER @USER,1,explicita,real,,,,,,,
"Quien sabe, ya no tiene para donde moverse...a menos que salga a declarar una idiotez.",0,neutro o no misogino,real,,,,,,,
"NO LO CONOZCO!!! JAMÁS LO HE VISTO!!! SOLO FUE UNA FOTO QUE PIDIÓ, MUCHOS OTROS... DIRAN NARCO AMLO Y NARCO CLAUDIA",1,explicita,real,,,,,,,
Lo defenderá. Pues fue él quien pagó su campaña,0,neutro o no misogino,real,,,,,,,
"@USER @USER Queremos una Explicación, lo van a entregar oh @USER viene por el ?",0,neutro o no misogino,real,,,,,,,
"Se llevan bien pesado los Pejes. La purga Estalanista de @USER , de la mano del Trumpismo, va!",0,neutro o no misogino,real,,,,,,,
"Claudia y AMLO lo sabian, eran cómplices, he aqui una prueba de que AMLO y Claudia son unos narcopresidentes y Rocha un narcogobernador.",1,explicita,real,,,,,,,
Lo importante es que se los lleven y los refundan en la cárcel,0,neutro o no misogino,real,,,,,,,
¿Cómo que no hay pruebas? ¿Ya leíste el indictment? Hay pruebas para aventar pa’ arriba,0,neutro o no misogino,real,,,,,,,
Jajajajaja! Mi #cerovotos quedando siempre con un pwendejo,0,neutro o no misogino,real,,,,,,,
@USER que chingue a su madre @USER,1,explicita,real,,,,,,,
Órale puto sal a defender a tu gobernador,0,neutro o no misogino,real,,,,,,,
Y cuánto te va a pagar el boina verde por publicar esta carta de tus manejadores? maldita espía de los Sionazis,0,neutro o no misogino,real,,,,,,,
Ahora si sigue hablando perro,0,neutro o no misogino,real,,,,,,,
Culpará a Calderón,0,neutro o no misogino,real,,,,,,,
Como pendeja queda siempre @USER,1,explicita,real,,,,,,,
"Ahora si te importa la Constitución Mexicana y la soberanía nacional, pinche Narco de mierda, pero qué tal cuando negociabas y recibías lana del crimen organizado. @USER y la 4T @USER son un narco gobierno de eso no queda duda, a tragar sapos pinches chairos.",1,explicita,real,,,,,,,
"Básicamente lo que dice es si @USER no me defiende me llevo entre las patas a @USER , sus hijos y secuaces de @USER",0,neutro o no misogino,real,,,,,,,
No que no habían? Eso decía AMLO,0,neutro o no misogino,real,,,,,,,
"@USER se te olvida q USA es el imperio ¿X q USA no es implacable con China, Rusia, Irán? @USER debe chingarse a los vendepatrias Mexicanos.",0,neutro o no misogino,real,,,,,,,
"Huésped distinguido a un pederasta pedófilo violador qué vergüenza de @USER mujer inmunda sin corazón, que haría si le violaran al nieto Tal vez no le ha llegado el karma de cerca, por eso es tan malvada",1,explicita,real,,,,,,,
"¿Y @USER @USER @USER para cuándo @USER @USER @USER @USER @USER @USER @USER , o de eso nadota?",0,neutro o no misogino,real,,,,,,,
Vamos a ver qué opina @USER y los @USER hoy que el gobernador de Sinaloa es acusado por la fiscalía de New York la misma que acusó a García Luna y que ahora prácticamente le imputa los mismos cargos al narco morenista Rocha Moya.,0,neutro o no misogino,real,,,,,,,
"Eres realmente una pendeja, mi estimada Catrina serás hija de Estela Rios",1,explicita,real,,,,,,,
"y sabes?, son capaces con tal de salvar su asqueroso pellejo!, pero evidentemente EUA tiene pruebas que tanto ladra la sra del PN que deben mostrar para que les crea, en México jamás hallarán una sola que los convenza de que son malos, ni una! entre perros se cuidan la cola.",1,explicita,real,,,,,,,
Va decir: No tenía conocimiento .,0,neutro o no misogino,real,,,,,,,
Si se va él se va la 4T completita o como? @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Y LLEGÓ EL DÍA!! ME VOY A COMPRAR MIS PALOMITAS Y VERÉ EL ESPECTÁCULO DESDE LA COMODIDAD DE MI CASA!,0,neutro o no misogino,real,,,,,,,
Pero Loret gana mas,0,neutro o no misogino,real,,,,,,,
El único chile que le embona el culpable es @USER,0,neutro o no misogino,real,,,,,,,
Aplaudes que no quieran detener delincuentes jajaja ya estamos locos no?,0,neutro o no misogino,real,,,,,,,
"No está sólo, no está sólo...! Están todos los de la 4 T involucrados en el narco. Empezando por el KKs",0,neutro o no misogino,real,,,,,,,
"Ahora siii el narco mayor de @USER va decir q está retirado de la política,ya es pedo de @USER",0,neutro o no misogino,real,,,,,,,
Pinche Narco Rata Socialista Corrupto Mitomano Ignorante Nepotista Asesino igual que todos los del @USER como tú patrón @USER y su Títere @USER ! Todo el apoyo y gratitud de todos los Sinaloenses y demás Mexicanos a la @USER !,1,explicita,real,,,,,,,
@USER @USER que vamos a hacer?,0,neutro o no misogino,real,,,,,,,
"Se me hace que 'ora si voto en la revocación de mandato... ¿Cómo ves? ¿Te late, @USER ?",0,neutro o no misogino,real,,,,,,,
"Tú y todos toditos los que saben en esa foto, chinguen a si madre empezando por la títere @USER",1,explicita,real,,,,,,,
"Claro que no, faltan muchos de @USER y del @USER , todos esos que faltan en esa denuncia son protegidos de @USER con el visto bueno de @USER ...",0,neutro o no misogino,real,,,,,,,
En estos momentos ha de estar que se la carga el payado junto con el Corrupto de Lopez Obrador jajaj se celebra,0,neutro o no misogino,real,,,,,,,
"Si lo asumimos como un ataque a la 4T y al gobierno de México, le corresponde a @USER defenderlos a toda costa. Si lo asumimos como falso y como último acto desesperado, un Senador y un Gobernador en funciones deben ser detenidos y extraditados a EEUU. Ambos",0,neutro o no misogino,real,,,,,,,
Esta imbecil de @USER tiene diarrea mental,1,explicita,real,,,,,,,
No tarda en decir @USER q @USER convenció a @USER y a @USER en irse al narco,0,neutro o no misogino,real,,,,,,,
"Nada que una carpeta de investigación @USER no arregle, verdad @USER ?",0,neutro o no misogino,real,,,,,,,
"""Por qué no hablamos de Garcia luna"".",0,neutro o no misogino,real,,,,,,,
